input_miRNA,base_name,Organism,Cluster ID,Accession,Chromosome,Strand,Start,Stop,Precursors in cluster,Spanning size of cluster
"hsa-mir-5582, mature,MIMAT0022280",hsa-mir-5582,,,,,,,,,
"hsa-mir-5583-1, mature,MIMAT0022282",hsa-mir-5583-1,Homo sapiens,hsa_63,MI0019139,chr18,+,39676721.0,39676779.0,2.0,61.0
"hsa-mir-5583-2, mature,MIMAT0022281",hsa-mir-5583-2,Homo sapiens,hsa_63,MI0019140,chr18,-,39676719.0,39676777.0,2.0,61.0
"hsa-mir-5584, mature,MIMAT0022283",hsa-mir-5584,,,,,,,,,
"hsa-mir-5584, mature,MIMAT0022284",hsa-mir-5584,,,,,,,,,
"hsa-mir-5585, mature,MIMAT0022285",hsa-mir-5585,,,,,,,,,
"hsa-mir-5586, mature,MIMAT0022287",hsa-mir-5586,,,,,,,,,
"hsa-mir-5586, mature,MIMAT0022288",hsa-mir-5586,,,,,,,,,
"hsa-mir-5587, mature,MIMAT0022290",hsa-mir-5587,Homo sapiens,hsa_39,MI0019144,chr16,+,535316.0,535368.0,2.0,8051.0
"hsa-mir-5588, mature,MIMAT0022295",hsa-mir-5588,,,,,,,,,
"hsa-mir-5588, mature,MIMAT0022296",hsa-mir-5588,,,,,,,,,
"hsa-mir-5589, mature,MIMAT0022297",hsa-mir-5589,,,,,,,,,
"hsa-mir-5589, mature,MIMAT0022298",hsa-mir-5589,,,,,,,,,
"hsa-mir-559, mature,MIMAT0003223",hsa-mir-559,,,,,,,,,
"hsa-mir-561, mature,MIMAT0003225",hsa-mir-561,,,,,,,,,
"hsa-mir-561, mature,MIMAT0022706",hsa-mir-561,,,,,,,,,
"hsa-mir-564, mature,MIMAT0003228",hsa-mir-564,,,,,,,,,
"hsa-mir-568, mature,MIMAT0003232",hsa-mir-568,,,,,,,,,
"hsa-mir-5680, mature,MIMAT0022468",hsa-mir-5680,,,,,,,,,
"hsa-mir-5681a, mature,MIMAT0022469",hsa-mir-5681a,Homo sapiens,hsa_121,MI0019281,chr8,+,74548543.0,74548617.0,2.0,67.0
"hsa-mir-5681b, mature,MIMAT0022480",hsa-mir-5681b,Homo sapiens,hsa_121,MI0019293,chr8,-,74548550.0,74548609.0,2.0,67.0
"hsa-mir-5682, mature,MIMAT0022470",hsa-mir-5682,,,,,,,,,
"hsa-mir-5683, mature,MIMAT0022472",hsa-mir-5683,Homo sapiens,hsa_104,MI0019284,chr6,+,6169334.0,6169409.0,2.0,106.0
"hsa-mir-5684, mature,MIMAT0022473",hsa-mir-5684,,,,,,,,,
"hsa-mir-5685, mature,MIMAT0022475",hsa-mir-5685,,,,,,,,,
"hsa-mir-5687, mature,MIMAT0022478",hsa-mir-5687,,,,,,,,,
"hsa-mir-5688, mature,MIMAT0022479",hsa-mir-5688,,,,,,,,,
"hsa-mir-5689, mature,MIMAT0022481",hsa-mir-5689,,,,,,,,,
"hsa-mir-5690, mature,MIMAT0022482",hsa-mir-5690,,,,,,,,,
"hsa-mir-5691, mature,MIMAT0022483",hsa-mir-5691,,,,,,,,,
"hsa-mir-5692c-1, mature,MIMAT0022476",hsa-mir-5692c-1,,,,,,,,,
"hsa-mir-5693, mature,MIMAT0022486",hsa-mir-5693,,,,,,,,,
"hsa-mir-5694, mature,MIMAT0022487",hsa-mir-5694,,,,,,,,,
"hsa-mir-5695, mature,MIMAT0022488",hsa-mir-5695,,,,,,,,,
"hsa-mir-5696, mature,MIMAT0022489",hsa-mir-5696,,,,,,,,,
"hsa-mir-5697, mature,MIMAT0022490",hsa-mir-5697,,,,,,,,,
"hsa-mir-5698, mature,MIMAT0022491",hsa-mir-5698,,,,,,,,,
"hsa-mir-5699, mature,MIMAT0022492",hsa-mir-5699,,,,,,,,,
"hsa-mir-5699, mature,MIMAT0027103",hsa-mir-5699,,,,,,,,,
"hsa-mir-570, mature,MIMAT0003235",hsa-mir-570,,,,,,,,,
"hsa-mir-570, mature,MIMAT0022707",hsa-mir-570,,,,,,,,,
"hsa-mir-5702, mature,MIMAT0022495",hsa-mir-5702,,,,,,,,,
"hsa-mir-5703, mature,MIMAT0022496",hsa-mir-5703,,,,,,,,,
"hsa-mir-5704, mature,MIMAT0022498",hsa-mir-5704,,,,,,,,,
"hsa-mir-5706, mature,MIMAT0022500",hsa-mir-5706,,,,,,,,,
"hsa-mir-5707, mature,MIMAT0022501",hsa-mir-5707,,,,,,,,,
"hsa-mir-5708, mature,MIMAT0022502",hsa-mir-5708,,,,,,,,,
"hsa-mir-572, mature,MIMAT0003237",hsa-mir-572,,,,,,,,,
"hsa-mir-573, mature,MIMAT0003238",hsa-mir-573,,,,,,,,,
"hsa-mir-574, mature,MIMAT0003239",hsa-mir-574,,,,,,,,,
"hsa-mir-574, mature,MIMAT0004795",hsa-mir-574,,,,,,,,,
"hsa-mir-576, mature,MIMAT0003241",hsa-mir-576,,,,,,,,,
"hsa-mir-577, mature,MIMAT0003242",hsa-mir-577,,,,,,,,,
"hsa-mir-578, mature,MIMAT0003243",hsa-mir-578,,,,,,,,,
"hsa-mir-5787, mature,MIMAT0023252",hsa-mir-5787,,,,,,,,,
"hsa-mir-579, mature,MIMAT0003244",hsa-mir-579,,,,,,,,,
"hsa-mir-579, mature,MIMAT0026616",hsa-mir-579,,,,,,,,,
"hsa-mir-580, mature,MIMAT0003245",hsa-mir-580,,,,,,,,,
"hsa-mir-580, mature,MIMAT0026617",hsa-mir-580,,,,,,,,,
"hsa-mir-581, mature,MIMAT0003246",hsa-mir-581,,,,,,,,,
"hsa-mir-582, mature,MIMAT0003247",hsa-mir-582,,,,,,,,,
"hsa-mir-582, mature,MIMAT0004797",hsa-mir-582,,,,,,,,,
"hsa-mir-584, mature,MIMAT0003249",hsa-mir-584,,,,,,,,,
"hsa-mir-584, mature,MIMAT0022708",hsa-mir-584,,,,,,,,,
"hsa-mir-585, mature,MIMAT0003250",hsa-mir-585,,,,,,,,,
"hsa-mir-585, mature,MIMAT0026618",hsa-mir-585,,,,,,,,,
"hsa-mir-586, mature,MIMAT0003252",hsa-mir-586,,,,,,,,,
"hsa-mir-588, mature,MIMAT0003255",hsa-mir-588,,,,,,,,,
"hsa-mir-589, mature,MIMAT0003256",hsa-mir-589,,,,,,,,,
"hsa-mir-589, mature,MIMAT0004799",hsa-mir-589,,,,,,,,,
"hsa-mir-590, mature,MIMAT0003258",hsa-mir-590,,,,,,,,,
"hsa-mir-590, mature,MIMAT0004801",hsa-mir-590,,,,,,,,,
"hsa-mir-592, mature,MIMAT0003260",hsa-mir-592,,,,,,,,,
"hsa-mir-596, mature,MIMAT0003264",hsa-mir-596,,,,,,,,,
"hsa-mir-597, mature,MIMAT0003265",hsa-mir-597,,,,,,,,,
"hsa-mir-597, mature,MIMAT0026619",hsa-mir-597,,,,,,,,,
"hsa-mir-598, mature,MIMAT0003266",hsa-mir-598,,,,,,,,,
"hsa-mir-598, mature,MIMAT0026620",hsa-mir-598,,,,,,,,,
"hsa-mir-599, mature,MIMAT0003267",hsa-mir-599,Homo sapiens,hsa_123,MI0003611,chr8,-,99536636.0,99536730.0,2.0,226.0
"hsa-mir-600, mature,MIMAT0003268",hsa-mir-600,,,,,,,,,
"hsa-mir-601, mature,MIMAT0003269",hsa-mir-601,,,,,,,,,
"hsa-mir-602, mature,MIMAT0003270",hsa-mir-602,,,,,,,,,
"hsa-mir-603, mature,MIMAT0003271",hsa-mir-603,,,,,,,,,
"hsa-mir-604, mature,MIMAT0003272",hsa-mir-604,,,,,,,,,
"hsa-mir-605, mature,MIMAT0003273",hsa-mir-605,,,,,,,,,
"hsa-mir-606, mature,MIMAT0003274",hsa-mir-606,,,,,,,,,
"hsa-mir-607, mature,MIMAT0003275",hsa-mir-607,,,,,,,,,
"hsa-mir-6076, mature,MIMAT0023701",hsa-mir-6076,,,,,,,,,
"hsa-mir-6077, mature,MIMAT0023702",hsa-mir-6077,,,,,,,,,
"hsa-mir-6084, mature,MIMAT0023709",hsa-mir-6084,,,,,,,,,
"hsa-mir-6087, mature,MIMAT0023712",hsa-mir-6087,,,,,,,,,
"hsa-mir-6089-1, mature,MIMAT0023714",hsa-mir-6089-1,,,,,,,,,
"hsa-mir-609, mature,MIMAT0003277",hsa-mir-609,,,,,,,,,
"hsa-mir-610, mature,MIMAT0003278",hsa-mir-610,,,,,,,,,
"hsa-mir-611, mature,MIMAT0003279",hsa-mir-611,,,,,,,,,
"hsa-mir-612, mature,MIMAT0003280",hsa-mir-612,,,,,,,,,
"hsa-mir-6125, mature,MIMAT0024598",hsa-mir-6125,,,,,,,,,
"hsa-mir-613, mature,MIMAT0003281",hsa-mir-613,,,,,,,,,
"hsa-mir-6130, mature,MIMAT0024614",hsa-mir-6130,,,,,,,,,
"hsa-mir-6132, mature,MIMAT0024616",hsa-mir-6132,,,,,,,,,
"hsa-mir-6134, mature,MIMAT0024618",hsa-mir-6134,,,,,,,,,
"hsa-mir-614, mature,MIMAT0003282",hsa-mir-614,,,,,,,,,
"hsa-mir-615, mature,MIMAT0003283",hsa-mir-615,,,,,,,,,
"hsa-mir-615, mature,MIMAT0004804",hsa-mir-615,,,,,,,,,
"hsa-mir-616, mature,MIMAT0003284",hsa-mir-616,Homo sapiens,hsa_25,MI0003629,chr12,-,57519163.0,57519259.0,2.0,6572.0
"hsa-mir-616, mature,MIMAT0004805",hsa-mir-616,Homo sapiens,hsa_25,MI0003629,chr12,-,57519163.0,57519259.0,2.0,6572.0
"hsa-mir-618, mature,MIMAT0003287",hsa-mir-618,,,,,,,,,
"hsa-mir-621, mature,MIMAT0003290",hsa-mir-621,,,,,,,,,
"hsa-mir-622, mature,MIMAT0003291",hsa-mir-622,,,,,,,,,
"hsa-mir-624, mature,MIMAT0003293",hsa-mir-624,,,,,,,,,
"hsa-mir-624, mature,MIMAT0004807",hsa-mir-624,,,,,,,,,
"hsa-mir-625, mature,MIMAT0003294",hsa-mir-625,,,,,,,,,
"hsa-mir-625, mature,MIMAT0004808",hsa-mir-625,,,,,,,,,
"hsa-mir-627, mature,MIMAT0003296",hsa-mir-627,,,,,,,,,
"hsa-mir-627, mature,MIMAT0026623",hsa-mir-627,,,,,,,,,
"hsa-mir-628, mature,MIMAT0003297",hsa-mir-628,,,,,,,,,
"hsa-mir-628, mature,MIMAT0004809",hsa-mir-628,,,,,,,,,
"hsa-mir-629, mature,MIMAT0003298",hsa-mir-629,,,,,,,,,
"hsa-mir-629, mature,MIMAT0004810",hsa-mir-629,,,,,,,,,
"hsa-mir-630, mature,MIMAT0003299",hsa-mir-630,,,,,,,,,
"hsa-mir-632, mature,MIMAT0003302",hsa-mir-632,,,,,,,,,
"hsa-mir-636, mature,MIMAT0003306",hsa-mir-636,,,,,,,,,
"hsa-mir-637, mature,MIMAT0003307",hsa-mir-637,,,,,,,,,
"hsa-mir-638, mature,MIMAT0003308",hsa-mir-638,,,,,,,,,
"hsa-mir-639, mature,MIMAT0003309",hsa-mir-639,,,,,,,,,
"hsa-mir-640, mature,MIMAT0003310",hsa-mir-640,,,,,,,,,
"hsa-mir-641, mature,MIMAT0003311",hsa-mir-641,,,,,,,,,
"hsa-mir-642a, mature,MIMAT0003312",hsa-mir-642a,Homo sapiens,hsa_70,MI0003657,chr19,+,45674928.0,45675024.0,2.0,81.0
"hsa-mir-642a, mature,MIMAT0020924",hsa-mir-642a,Homo sapiens,hsa_70,MI0003657,chr19,+,45674928.0,45675024.0,2.0,81.0
"hsa-mir-642b, mature,MIMAT0018444",hsa-mir-642b,Homo sapiens,hsa_70,MI0016685,chr19,-,45674932.0,45675008.0,2.0,81.0
"hsa-mir-642b, mature,MIMAT0022736",hsa-mir-642b,Homo sapiens,hsa_70,MI0016685,chr19,-,45674932.0,45675008.0,2.0,81.0
"hsa-mir-643, mature,MIMAT0003313",hsa-mir-643,,,,,,,,,
"hsa-mir-647, mature,MIMAT0003317",hsa-mir-647,Homo sapiens,hsa_86,MI0003662,chr20,-,63942631.0,63942726.0,2.0,1262.0
"hsa-mir-6499, mature,MIMAT0025450",hsa-mir-6499,,,,,,,,,
"hsa-mir-6499, mature,MIMAT0025451",hsa-mir-6499,,,,,,,,,
"hsa-mir-650, mature,MIMAT0003320",hsa-mir-650,,,,,,,,,
"hsa-mir-6500, mature,MIMAT0025454",hsa-mir-6500,Homo sapiens,hsa_3,MI0022211,chr1,+,51060018.0,51060103.0,2.0,267.0
"hsa-mir-6501, mature,MIMAT0025458",hsa-mir-6501,,,,,,,,,
"hsa-mir-6501, mature,MIMAT0025459",hsa-mir-6501,,,,,,,,,
"hsa-mir-6502, mature,MIMAT0025460",hsa-mir-6502,,,,,,,,,
"hsa-mir-6502, mature,MIMAT0025461",hsa-mir-6502,,,,,,,,,
"hsa-mir-6503, mature,MIMAT0025462",hsa-mir-6503,,,,,,,,,
"hsa-mir-6503, mature,MIMAT0025463",hsa-mir-6503,,,,,,,,,
"hsa-mir-6504, mature,MIMAT0025464",hsa-mir-6504,,,,,,,,,
"hsa-mir-6504, mature,MIMAT0025465",hsa-mir-6504,,,,,,,,,
"hsa-mir-6505, mature,MIMAT0025466",hsa-mir-6505,,,,,,,,,
"hsa-mir-6505, mature,MIMAT0025467",hsa-mir-6505,,,,,,,,,
"hsa-mir-6506, mature,MIMAT0025468",hsa-mir-6506,,,,,,,,,
"hsa-mir-6506, mature,MIMAT0025469",hsa-mir-6506,,,,,,,,,
"hsa-mir-6507, mature,MIMAT0025470",hsa-mir-6507,,,,,,,,,
"hsa-mir-6507, mature,MIMAT0025471",hsa-mir-6507,,,,,,,,,
"hsa-mir-6508, mature,MIMAT0025472",hsa-mir-6508,,,,,,,,,
"hsa-mir-6508, mature,MIMAT0025473",hsa-mir-6508,,,,,,,,,
"hsa-mir-6509, mature,MIMAT0025474",hsa-mir-6509,,,,,,,,,
"hsa-mir-6509, mature,MIMAT0025475",hsa-mir-6509,,,,,,,,,
"hsa-mir-651, mature,MIMAT0003321",hsa-mir-651,,,,,,,,,
"hsa-mir-651, mature,MIMAT0026624",hsa-mir-651,,,,,,,,,
"hsa-mir-6510, mature,MIMAT0025476",hsa-mir-6510,,,,,,,,,
"hsa-mir-6510, mature,MIMAT0025477",hsa-mir-6510,,,,,,,,,
"hsa-mir-6511b-1, mature,MIMAT0025848",hsa-mir-6511b-1,,,,,,,,,
"hsa-mir-6512, mature,MIMAT0025480",hsa-mir-6512,,,,,,,,,
"hsa-mir-6512, mature,MIMAT0025481",hsa-mir-6512,,,,,,,,,
"hsa-mir-6513, mature,MIMAT0025482",hsa-mir-6513,,,,,,,,,
"hsa-mir-6513, mature,MIMAT0025483",hsa-mir-6513,,,,,,,,,
"hsa-mir-6514, mature,MIMAT0025484",hsa-mir-6514,Homo sapiens,hsa_19,MI0022226,chr11,-,62792702.0,62792771.0,2.0,2957.0
"hsa-mir-6514, mature,MIMAT0025485",hsa-mir-6514,Homo sapiens,hsa_19,MI0022226,chr11,-,62792702.0,62792771.0,2.0,2957.0
"hsa-mir-6515, mature,MIMAT0025486",hsa-mir-6515,,,,,,,,,
"hsa-mir-6515, mature,MIMAT0025487",hsa-mir-6515,,,,,,,,,
"hsa-mir-6516, mature,MIMAT0030417",hsa-mir-6516,,,,,,,,,
"hsa-mir-6516, mature,MIMAT0030418",hsa-mir-6516,,,,,,,,,
"hsa-mir-652, mature,MIMAT0003322",hsa-mir-652,,,,,,,,,
"hsa-mir-652, mature,MIMAT0022709",hsa-mir-652,,,,,,,,,
"hsa-mir-653, mature,MIMAT0003328",hsa-mir-653,Homo sapiens,hsa_111,MI0003674,chr7,-,93482760.0,93482855.0,2.0,1260.0
"hsa-mir-653, mature,MIMAT0026625",hsa-mir-653,Homo sapiens,hsa_111,MI0003674,chr7,-,93482760.0,93482855.0,2.0,1260.0
"hsa-mir-654, mature,MIMAT0003330",hsa-mir-654,Homo sapiens,hsa_34,MI0003676,chr14,+,101040219.0,101040299.0,42.0,44736.0
"hsa-mir-654, mature,MIMAT0004814",hsa-mir-654,Homo sapiens,hsa_34,MI0003676,chr14,+,101040219.0,101040299.0,42.0,44736.0
"hsa-mir-655, mature,MIMAT0003331",hsa-mir-655,Homo sapiens,hsa_34,MI0003677,chr14,+,101049550.0,101049646.0,42.0,44736.0
"hsa-mir-655, mature,MIMAT0026626",hsa-mir-655,Homo sapiens,hsa_34,MI0003677,chr14,+,101049550.0,101049646.0,42.0,44736.0
"hsa-mir-656, mature,MIMAT0003332",hsa-mir-656,Homo sapiens,hsa_34,MI0003678,chr14,+,101066724.0,101066801.0,42.0,44736.0
"hsa-mir-656, mature,MIMAT0026627",hsa-mir-656,Homo sapiens,hsa_34,MI0003678,chr14,+,101066724.0,101066801.0,42.0,44736.0
"hsa-mir-657, mature,MIMAT0003335",hsa-mir-657,Homo sapiens,hsa_61,MI0003681,chr17,-,81125276.0,81125373.0,4.0,8033.0
"hsa-mir-658, mature,MIMAT0003336",hsa-mir-658,Homo sapiens,hsa_94,MI0003682,chr22,-,37844272.0,37844371.0,2.0,3503.0
"hsa-mir-659, mature,MIMAT0003337",hsa-mir-659,Homo sapiens,hsa_94,MI0003683,chr22,-,37847678.0,37847774.0,2.0,3503.0
"hsa-mir-659, mature,MIMAT0022710",hsa-mir-659,Homo sapiens,hsa_94,MI0003683,chr22,-,37847678.0,37847774.0,2.0,3503.0
"hsa-mir-660, mature,MIMAT0003338",hsa-mir-660,Homo sapiens,hsa_137,MI0003684,chrX,+,50013241.0,50013337.0,8.0,11536.0
"hsa-mir-660, mature,MIMAT0022711",hsa-mir-660,Homo sapiens,hsa_137,MI0003684,chrX,+,50013241.0,50013337.0,8.0,11536.0
"hsa-mir-661, mature,MIMAT0003324",hsa-mir-661,,,,,,,,,
"hsa-mir-662, mature,MIMAT0003325",hsa-mir-662,,,,,,,,,
"hsa-mir-664a, mature,MIMAT0005948",hsa-mir-664a,,,,,,,,,
"hsa-mir-664a, mature,MIMAT0005949",hsa-mir-664a,,,,,,,,,
"hsa-mir-664b, mature,MIMAT0022271",hsa-mir-664b,,,,,,,,,
"hsa-mir-664b, mature,MIMAT0022272",hsa-mir-664b,,,,,,,,,
"hsa-mir-665, mature,MIMAT0004952",hsa-mir-665,Homo sapiens,hsa_33,MI0005563,chr14,+,100875033.0,100875104.0,8.0,15724.0
"hsa-mir-668, mature,MIMAT0003881",hsa-mir-668,Homo sapiens,hsa_34,MI0003761,chr14,+,101055258.0,101055323.0,42.0,44736.0
"hsa-mir-668, mature,MIMAT0026636",hsa-mir-668,Homo sapiens,hsa_34,MI0003761,chr14,+,101055258.0,101055323.0,42.0,44736.0
"hsa-mir-670, mature,MIMAT0010357",hsa-mir-670,,,,,,,,,
"hsa-mir-670, mature,MIMAT0026640",hsa-mir-670,,,,,,,,,
"hsa-mir-671, mature,MIMAT0003880",hsa-mir-671,,,,,,,,,
"hsa-mir-671, mature,MIMAT0004819",hsa-mir-671,,,,,,,,,
"hsa-mir-6715a, mature,MIMAT0025841",hsa-mir-6715a,Homo sapiens,hsa_17,MI0022548,chr10,+,112299612.0,112299690.0,2.0,77.0
"hsa-mir-6715b, mature,MIMAT0025842",hsa-mir-6715b,Homo sapiens,hsa_17,MI0022549,chr10,-,112299612.0,112299688.0,2.0,77.0
"hsa-mir-6715b, mature,MIMAT0025843",hsa-mir-6715b,Homo sapiens,hsa_17,MI0022549,chr10,-,112299612.0,112299688.0,2.0,77.0
"hsa-mir-6716, mature,MIMAT0025844",hsa-mir-6716,,,,,,,,,
"hsa-mir-6716, mature,MIMAT0025845",hsa-mir-6716,,,,,,,,,
"hsa-mir-6717, mature,MIMAT0025846",hsa-mir-6717,,,,,,,,,
"hsa-mir-6718, mature,MIMAT0025849",hsa-mir-6718,,,,,,,,,
"hsa-mir-6720, mature,MIMAT0025851",hsa-mir-6720,,,,,,,,,
"hsa-mir-6720, mature,MIMAT0027345",hsa-mir-6720,,,,,,,,,
"hsa-mir-6721, mature,MIMAT0025852",hsa-mir-6721,Homo sapiens,hsa_105,MI0022556,chr6,-,32170030.0,32170116.0,2.0,9847.0
"hsa-mir-6722, mature,MIMAT0025854",hsa-mir-6722,,,,,,,,,
"hsa-mir-6723, mature,MIMAT0025855",hsa-mir-6723,,,,,,,,,
"hsa-mir-6726, mature,MIMAT0027353",hsa-mir-6726,,,,,,,,,
"hsa-mir-6726, mature,MIMAT0027354",hsa-mir-6726,,,,,,,,,
"hsa-mir-6727, mature,MIMAT0027355",hsa-mir-6727,,,,,,,,,
"hsa-mir-6727, mature,MIMAT0027356",hsa-mir-6727,,,,,,,,,
"hsa-mir-6728, mature,MIMAT0027357",hsa-mir-6728,,,,,,,,,
"hsa-mir-6728, mature,MIMAT0027358",hsa-mir-6728,,,,,,,,,
"hsa-mir-6729, mature,MIMAT0027359",hsa-mir-6729,,,,,,,,,
"hsa-mir-6729, mature,MIMAT0027360",hsa-mir-6729,,,,,,,,,
"hsa-mir-6730, mature,MIMAT0027361",hsa-mir-6730,,,,,,,,,
"hsa-mir-6730, mature,MIMAT0027362",hsa-mir-6730,,,,,,,,,
"hsa-mir-6731, mature,MIMAT0027363",hsa-mir-6731,,,,,,,,,
"hsa-mir-6731, mature,MIMAT0027364",hsa-mir-6731,,,,,,,,,
"hsa-mir-6732, mature,MIMAT0027365",hsa-mir-6732,,,,,,,,,
"hsa-mir-6732, mature,MIMAT0027366",hsa-mir-6732,,,,,,,,,
"hsa-mir-6733, mature,MIMAT0027367",hsa-mir-6733,,,,,,,,,
"hsa-mir-6733, mature,MIMAT0027368",hsa-mir-6733,,,,,,,,,
"hsa-mir-6734, mature,MIMAT0027369",hsa-mir-6734,,,,,,,,,
"hsa-mir-6734, mature,MIMAT0027370",hsa-mir-6734,,,,,,,,,
"hsa-mir-6735, mature,MIMAT0027371",hsa-mir-6735,,,,,,,,,
"hsa-mir-6735, mature,MIMAT0027372",hsa-mir-6735,,,,,,,,,
"hsa-mir-6736, mature,MIMAT0027373",hsa-mir-6736,,,,,,,,,
"hsa-mir-6736, mature,MIMAT0027374",hsa-mir-6736,,,,,,,,,
"hsa-mir-6737, mature,MIMAT0027375",hsa-mir-6737,,,,,,,,,
"hsa-mir-6737, mature,MIMAT0027376",hsa-mir-6737,,,,,,,,,
"hsa-mir-6738, mature,MIMAT0027377",hsa-mir-6738,,,,,,,,,
"hsa-mir-6738, mature,MIMAT0027378",hsa-mir-6738,,,,,,,,,
"hsa-mir-6739, mature,MIMAT0027379",hsa-mir-6739,,,,,,,,,
"hsa-mir-6739, mature,MIMAT0027380",hsa-mir-6739,,,,,,,,,
"hsa-mir-6740, mature,MIMAT0027381",hsa-mir-6740,,,,,,,,,
"hsa-mir-6740, mature,MIMAT0027382",hsa-mir-6740,,,,,,,,,
"hsa-mir-6741, mature,MIMAT0027383",hsa-mir-6741,,,,,,,,,
"hsa-mir-6741, mature,MIMAT0027384",hsa-mir-6741,,,,,,,,,
"hsa-mir-6742, mature,MIMAT0027385",hsa-mir-6742,,,,,,,,,
"hsa-mir-6742, mature,MIMAT0027386",hsa-mir-6742,,,,,,,,,
"hsa-mir-6743, mature,MIMAT0027387",hsa-mir-6743,,,,,,,,,
"hsa-mir-6743, mature,MIMAT0027388",hsa-mir-6743,,,,,,,,,
"hsa-mir-6744, mature,MIMAT0027389",hsa-mir-6744,,,,,,,,,
"hsa-mir-6744, mature,MIMAT0027390",hsa-mir-6744,,,,,,,,,
"hsa-mir-6745, mature,MIMAT0027391",hsa-mir-6745,,,,,,,,,
"hsa-mir-6746, mature,MIMAT0027392",hsa-mir-6746,,,,,,,,,
"hsa-mir-6746, mature,MIMAT0027393",hsa-mir-6746,,,,,,,,,
"hsa-mir-6747, mature,MIMAT0027394",hsa-mir-6747,,,,,,,,,
"hsa-mir-6747, mature,MIMAT0027395",hsa-mir-6747,,,,,,,,,
"hsa-mir-6748, mature,MIMAT0027396",hsa-mir-6748,Homo sapiens,hsa_19,MI0022593,chr11,+,62789815.0,62789885.0,2.0,2957.0
"hsa-mir-6748, mature,MIMAT0027397",hsa-mir-6748,Homo sapiens,hsa_19,MI0022593,chr11,+,62789815.0,62789885.0,2.0,2957.0
"hsa-mir-6749, mature,MIMAT0027398",hsa-mir-6749,Homo sapiens,hsa_20,MI0022594,chr11,-,64902387.0,64902455.0,4.0,11319.0
"hsa-mir-6749, mature,MIMAT0027399",hsa-mir-6749,Homo sapiens,hsa_20,MI0022594,chr11,-,64902387.0,64902455.0,4.0,11319.0
"hsa-mir-675, mature,MIMAT0004284",hsa-mir-675,,,,,,,,,
"hsa-mir-675, mature,MIMAT0006790",hsa-mir-675,,,,,,,,,
"hsa-mir-6750, mature,MIMAT0027400",hsa-mir-6750,Homo sapiens,hsa_20,MI0022595,chr11,-,64898363.0,64898437.0,4.0,11319.0
"hsa-mir-6750, mature,MIMAT0027401",hsa-mir-6750,Homo sapiens,hsa_20,MI0022595,chr11,-,64898363.0,64898437.0,4.0,11319.0
"hsa-mir-6751, mature,MIMAT0027402",hsa-mir-6751,,,,,,,,,
"hsa-mir-6751, mature,MIMAT0027403",hsa-mir-6751,,,,,,,,,
"hsa-mir-6752, mature,MIMAT0027404",hsa-mir-6752,,,,,,,,,
"hsa-mir-6752, mature,MIMAT0027405",hsa-mir-6752,,,,,,,,,
"hsa-mir-6753, mature,MIMAT0027406",hsa-mir-6753,,,,,,,,,
"hsa-mir-6753, mature,MIMAT0027407",hsa-mir-6753,,,,,,,,,
"hsa-mir-6754, mature,MIMAT0027408",hsa-mir-6754,,,,,,,,,
"hsa-mir-6754, mature,MIMAT0027409",hsa-mir-6754,,,,,,,,,
"hsa-mir-6755, mature,MIMAT0027410",hsa-mir-6755,,,,,,,,,
"hsa-mir-6755, mature,MIMAT0027411",hsa-mir-6755,,,,,,,,,
"hsa-mir-6756, mature,MIMAT0027412",hsa-mir-6756,,,,,,,,,
"hsa-mir-6756, mature,MIMAT0027413",hsa-mir-6756,,,,,,,,,
"hsa-mir-6757, mature,MIMAT0027414",hsa-mir-6757,,,,,,,,,
"hsa-mir-6757, mature,MIMAT0027415",hsa-mir-6757,,,,,,,,,
"hsa-mir-6758, mature,MIMAT0027416",hsa-mir-6758,Homo sapiens,hsa_25,MI0022603,chr12,+,57512688.0,57512750.0,2.0,6572.0
"hsa-mir-6758, mature,MIMAT0027417",hsa-mir-6758,Homo sapiens,hsa_25,MI0022603,chr12,+,57512688.0,57512750.0,2.0,6572.0
"hsa-mir-6759, mature,MIMAT0027418",hsa-mir-6759,,,,,,,,,
"hsa-mir-6759, mature,MIMAT0027419",hsa-mir-6759,,,,,,,,,
"hsa-mir-676, mature,MIMAT0018203",hsa-mir-676,,,,,,,,,
"hsa-mir-676, mature,MIMAT0018204",hsa-mir-676,,,,,,,,,
"hsa-mir-6760, mature,MIMAT0027420",hsa-mir-6760,,,,,,,,,
"hsa-mir-6760, mature,MIMAT0027421",hsa-mir-6760,,,,,,,,,
"hsa-mir-6761, mature,MIMAT0027422",hsa-mir-6761,,,,,,,,,
"hsa-mir-6761, mature,MIMAT0027423",hsa-mir-6761,,,,,,,,,
"hsa-mir-6762, mature,MIMAT0027425",hsa-mir-6762,,,,,,,,,
"hsa-mir-6763, mature,MIMAT0027426",hsa-mir-6763,,,,,,,,,
"hsa-mir-6763, mature,MIMAT0027427",hsa-mir-6763,,,,,,,,,
"hsa-mir-6764, mature,MIMAT0027428",hsa-mir-6764,,,,,,,,,
"hsa-mir-6764, mature,MIMAT0027429",hsa-mir-6764,,,,,,,,,
"hsa-mir-6765, mature,MIMAT0027430",hsa-mir-6765,,,,,,,,,
"hsa-mir-6765, mature,MIMAT0027431",hsa-mir-6765,,,,,,,,,
"hsa-mir-6766, mature,MIMAT0027433",hsa-mir-6766,,,,,,,,,
"hsa-mir-6767, mature,MIMAT0027434",hsa-mir-6767,,,,,,,,,
